mineID,site,ancientName,province,country,region,miningDistrict,romanianRANID,sanchezPalenciaAndOrejasID,domergueID,spainMapSheet,lambertX,lambertY,latitude,longitude,coordinateAccuracy,locationDataSource,locationNotes,notBeforeOpeningDate,notAfterOpeningDate,notBeforeClosingDate,notAfterClosingDate,inUseDate,metalMinedGold,metalMinedSilver,metalMinedLead,metalMinedCopper,metalMinedTin,metalMinedIron,metalMinedMercuryCinnabar,metalMinedZinc,metalMinedOther,description,references,techniqueOpencast,techniqueUnderground,techniqueHydraulic,techniqueHushing,techniqueGroundSluicing,techniqueRuinaMontium,techniqueRakeComb,techniqueGoldWashing,techniqueOther,notes,geology,depositType,exploitationType
78,Wadi el-Sid,,Aegyptus,Egypt,Eastern Desert,Eastern Desert,,,,,,,25.985185,33.611553,100,4 km S of Bir Umm Fawakhir,"Klemm and Klemm 2011, 133 fig. 5.78 and Google Earth",,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ostraca record supplies from the Nile valley.,"Meyer 1995a, 195",,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
79,Banca,,Gallia Aquitania,France,,Banca,,,,,,,43.1275,-1.373056,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008: 4,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
80,Bastide de Serou,,Gallia Narbonensis,France,,Ariege,,,,,,,43.012778,1.428611,,,,,,,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Davies 1935: 78-80; Domergue 2008,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
81,Bertartéa,,Gallia Aquitania,France,Pyrénées-Atlantiques,Cambo-les-Bains,,,,,,,43.340906,-1.392781,50,"Google Earth, matched to Cauuet 2001, 37 fig. 7.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cauuet 2001: 32-37,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
83,Camp de César,,Gallia Aquitania,France,Pyrénées-Atlantiques,Cambo-les-Bains,,,,,,,43.347504,-1.413612,50,"Google Earth, matched to Cauuet 2001, 38 fig. 10.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cauuet 2001: 38-40,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
84,Ceutrons,,Alpes Cottiae,France,,Ceutrons,,,,,,,45.485833,6.534444,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Davies 1935: 77-78; Domergue 2008: 88,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
85,La Bellière,,Gallia Aquitania,France,,Belliere,,,,,,,48.626667,-0.033056,200,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008,,,,,,,,,,,,,
86,La Bessette,,Gallia Aquitania,France,,Bessette,,,,,,,45.4167,3.8667,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008: 81,,,,,,,,,,,,,
87,La Minayre,,Gallia Aquitania,France,,Minayre,,,,,,,46.194472,2.468392,,,,,,,,"La Tene D2 to Roman period
",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Dated to La Tene D2 by pottery",Domergue 2008: 86.,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
89,La Rodde,,Gallia Narbonensis,France,"Haute Loire",Rodde,,,,,,,45.85,2.6333,,,,,,,,"1st & 2nd Iron Age to Roman period
",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"C14 datings on timbers",Domergue 2008: 86.,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
90,La Roussignole,,Gallia Narbonensis,France,,Cabrieres,,,,,,,43.578056,3.363333,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Orejas 2003; Domergue 2008: 116.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
91,Landaussia,,Gallia Aquitania,France,Pyrénées-Atlantiques,Cambo-les-Bains,,,,,,,43.337129,-1.393478,0,"Google Earth, matched to Cauuet 2001, 37 fig. 8.",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cauuet 2001: 32-37.,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
92,Lascours,,Gallia Narbonensis,France,,L'Orb,,,,,,,44.013706,4.193625,,,,,,,,"end 2nd/ start 1st c BC onwards
",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Mining structures have been identified including galleries and shafts, as well as a mining village and installations for processing ore. Highly organized site with multiple mining companies active.",Orejas 2003; Domergue 2008: 194.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
93,L'Assaladou,,Gallia Narbonensis,France,,Ariege,,,,,,,42.950758,1.451866,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cauuet 2001: 41-47,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
94,Le Bleymard,,Gallia Aquitania,France,,Le Bleymard,,,,,,,44.48722,3.73583,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008: 86.,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
95,Les Miaules,,Gallia Lugdunensis,France,,Les Miaules,,,,,,,47.899945,-1.034892,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008: 89.,,,,,,,,,,,,,
96,Mougno,,Gallia Narbonensis,France,,Cabrieres,,,,,,,43.5745,3.358713,300,"Google Earth/Google Maps, place name and street name",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
97,Pioch-Farrus,,Gallia Narbonensis,France,,Cabrieres,,,,,,,43.5794,3.3714,200,http://www.megalithic.co.uk/article.php?sid=20206,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
98,Pontgibaud,,Gallia Aquitania,France,Puy-de-Dôme,Auvergne,,,,,,,45.833,2.851,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008: 86.,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
99,Sainte-Léocadie 1,,Gallia Narbonensis,France,Pyrénées-Orientales,Pyrenees,,,,,,,42.43315,1.995833,0,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Hydraulic opencast mining visible on Google Earth,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
100,Sainte-Léocadie 2,,Gallia Narbonensis,France,Pyrénées-Orientales,Pyrenees,,,,,,,42.43003574,1.992569567,0,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Hydraulic opencast mining visible on Google Earth,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
101,Sainte-Léocadie 3,,Gallia Narbonensis,France,Pyrénées-Orientales,Pyrenees,,,,,,,42.41759316,1.995718942,0,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Hydraulic opencast mining visible on Google Earth,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
102,Sallagosa 1,,Gallia Narbonensis,France,Pyrénées-Orientales,Pyrenees,,,,,,,42.46802441,2.053082434,0,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
103,Sallagosa 2 ?,,Gallia Narbonensis,France,Pyrénées-Orientales,Pyrenees,,,,,,,42.46125817,2.056323469,0,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
104,Sallagosa 3 ?,,Gallia Narbonensis,France,Pyrénées-Orientales,Pyrenees,,,,,,,42.46146873,2.047246754,0,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
105,Tou de la Mine,,Gallia Narbonensis,France,,Ariege,,,,,,,42.932629,1.443469,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008: 81-91; Domergue 2008: 23.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
106,Vialas,,Gallia Narbonensis,France,Gard,Vialas,,,,,,,44.33444,3.89667,,,,,,,,Roman (imperial period),FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008: 23.,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
107,Villefranche-de-Rouergue,,Gallia Aquitania,France,Aveyron,Villefranche-de-Rouergue,,,,,,,44.353333,2.035,,,,,,,,"end 2nd/ start 1st c BC onwards
",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Familiae Caesaris of Tiberius quae est in metallis (Hirt p. 81),Domergue 2008: 86.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
108,Aachen,,Germania Inferior,Germany,,North Rhine,,,,,,,50.775278,6.082778,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,Davies 1935: 178-179,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
109,Bad Ems,,Germania Inferior,Germany,,North Rhine,,,,,,,50.338056,7.710556,,,,,,,,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Davies 1935: 179-180; Domergue 2008: 23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,furnaces,,,
110,Bleiberg,,Germania Inferior,Germany,,North Rhine,,,,,,,51.344337,7.075125,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Davies 1935: 178-179,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
111,Eifel,,Germania Inferior,Germany,,North Rhine,,,,,,,50.616667,6.433333,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Davies 1935: 176-177; Domergue 2008: 23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
112,Keldenich,,Germania Inferior,Germany,,North Rhine,,,,,,,50.813507,6.969153,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Davies 1935: 176-177,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
113,Mechernich,,Germania Inferior,Germany,,North Rhine,,,,,,,50.6,6.65,,,,-200,-20,50,200,Roman,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Mining trenches, tools, lamps, wooden gutters; tailings of washed-out sand.","Bode et al. 1996, 183.",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
114,Sauerland (Brilon),,Germania Inferior,Germany,Sauerland,Sauerland,,,,,,,51.397693,8.574451,5000,"Brilon, Google Earth",,-8,1,9,9,Roman: Augustan,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Difficult to tell extent of Roman workings, given that there was prehistoric mining as well. The local mining villages had imported shells and bowls from the 2nd and 3rd centuries. New infrastructure was created for the mines including roads, settlements and forts. Specialist contractors brought in after military establishment. The oppidum was involved in mine workings but whether this was under imperial control is unknown",Domergue 2008: 23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
115,Laurion,,Achaea,Greece,Lauriotike,Laurion,,,,,,,37.710011,24.01197,,,General place-holder for district; coordinates refer to Agrileza Valley,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
116,Thasos (mountains),,Achaea,Greece,,,,,,,,,40.716667,24.766667,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 2008: 106-108.,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
117,Thorikos,,Achaea,Greece,Lauriotike,Laurion,,,,,,,37.7,24.05,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Orejas 2003.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
118,Timna,,Iudaea,Israel,,Wadi Arabah,,,,,,,29.787778,34.988889,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rothenberg 1999: 162-163.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
119,Wadi Amram,,Iudaea,Israel,,Wadi Arabah,,,,,,,29.651714,34.937005,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Rothenberg 1999: 162-166.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
120,Argentiera,,Corsica et Sardinia,Italy,Sardinia,Nurra,,,,,,,40.74,8.151111,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hirt 2010: 79-81,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
121,Bessa,Victimulae,Alpes Cottiae,Italy,,Bessa,,,,,,,45.485823,8.036185,0,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Large hydraulic system employed with multiple leats. Probably this mine did not continue operations into the imperial period. Roads were built connecting the settlements and mines as well as providing extra regional travel. Nearby are located stone structures which could be workers' hamlets (over 250 groups). Pliny notes a Rebublican law forbidding the use of more than 5000 workers in a single mine, which might indicate that prior to this rule more had been present.",Domergue 2008: 82,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
122,Fluminimaggiore,,Corsica et Sardinia,Italy,Sardinia,Iglesias,,,,,,,39.4397,8.4964,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hirt 2010: 79-81,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
123,Malacalzetta,,Corsica et Sardinia,Italy,Sardinia,Iglesias,,,,,,,39.374915,8.550768,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hirt 2010: 79-80,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
124,Massa Marittima,,Italia,Italy,,Massa Marittima,,,,,,,43.05,10.8833,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,Orejas 2003.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
125,Monteponi,,Corsica et Sardinia,Italy,Sardinia,Iglesias,,,,,,,39.316667,8.533333,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,Davies 1935; Hirt 2010.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
126,San Giorgo,,Corsica et Sardinia,Italy,Sardinia,Iglesias,,,,,,,39.0644,8.995,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hirt 2010: 79-81,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
127,San Giovanni,,Corsica et Sardinia,Italy,Sardinia,Iglesias,,,,,,,39.11,8.5211,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hirt 2010: 79-81,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
128,Faynan,Phaeno,Arabia Petraea,Jordan,,Wadi Arabah,,,,,,,30.627084,35.493837,,,,106,271,600,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Known as Phaeno in Roman times. A copper mining site located in the Wadi Faynan off the Wadi ‘Arabah. Peak production was in the fourth century which is later than most mining sites especially those in the western empire. The underground mining was extensive and the mine of Umm al-Amad is one of the largest known mine galleries in the Roman empire. An estimated 2,500-7,000 tons of copper were produced here.",Barker 2007: 307-348,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
129,Janjevo,,Moesia Superior,Kosovo,,Toplica Valley,,,,,,,42.58363,21.25634,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hirt 2010: 57-58,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
130,Lece,,Moesia Superior,Serbia,,Toplica Valley,,,,,,,42.9042,21.5239,,,,,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hirt 2010: 57-58.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
131,Novo Brdo,,Moesia Superior,Kosovo,,Toplica Valley,,,,,,,42.616123,21.435097,,,,,,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hirt 2010: 57-58.,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
132,Lanz,,Hispania Tarraconensis,Navarra,,,,,NA 2,115,768.5,934.5,42.99640694,-1.621914721,100,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 64,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
133,Nogueirinha,,Lusitania,Portugal,Évora,Alentejo,,,POR 22,459,200.4,174,38.53331052,-8.128499598,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
134,Outeiro Machado,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-12,,,,,41.750612,-7.515958,500,Location is for the rock art site of Outeiro Machado; mines are said to be nearby,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 198",TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Extensive
135,Paulinos,,Hispania Tarraconensis,Portugal,Braga,Trás-os-montes,,,POR 12,70,169.9,508.9,41.5488674,-8.493903507,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 41,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
136,Picalto,,Lusitania,Portugal,Faro,Algarve,,,POR 25,587,190.5,33,37.26293846,-8.240163649,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
137,Pirâmide de Santa Justa,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-03,,,,,41.171439,-8.494012,1000,"Guessed from Google Earth and Sanchez-Palencia and Orejas 1994, fig. 12",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 198",,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Selective - Extensive
138,Poço das Freitas,,Hispania Tarraconensis,Portugal,Vila Real,Trás-os-montes,,NP-10,POR 42,46,244.5,529.9,41.73727222,-7.598234313,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 198",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Gold-bearing quartz arsenopyrite veins in granite.,Primary,Extensive
139,Batocas (Poço das Freitas),,Hispania Tarraconensis,Portugal,Vila Real,Trás-os-montes,,,POR 42,33,244.3,531.9,41.75528934,-7.600489841,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 41; Lima et al. 2014,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,
140,Quarta Feira,,Hispania Tarraconensis,Portugal,Guarda,Beiras,,,POR 28,226,279,377.2,40.35979926,-7.203108594,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 42,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
141,Recarei,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-04,,,,,41.157252,-8.434914,1000,"Placename, Google Earth",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 198",,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Extensive
142,Río Miño 3: Rio Mouro,,Hispania Tarraconensis,Portugal,Viano do Castelo,Cuenca media del Miño,,,POR 37,3,177.5,567.5,42.07670386,-8.405047143,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 41,,,,,,,,,,,Quaternary terrace,,
143,Río Miño 4: Monção,,Hispania Tarraconensis,Portugal,Viano do Castelo,Cuenca media del Miño,,,POR 38,2,167.7,567.3,42.07456039,-8.523459902,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 41,,,,,,,,,,,Quaternary terrace,,
144,Río Ponsul,,Hispania Tarraconensis,Portugal,Castelo Branco,Beiras,,,POR 16,293,265,316,39.80988767,-7.374041294,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,Quaternary terrace,,
145,Ruy Gomes,,Hispania Baetica,Portugal,Beja,Picos de Aroche,,,POR 8,513,266.4,127.8,38.11467547,-7.375926245,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 61,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,Primary,
146,San Domingos,,Hispania Baetica,Portugal,Beja,Huelva,,,POR 7,559,256.7,78.2,37.66849754,-7.49041657,,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Pyrite,,
147,San Salvador - Vila Verde,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-16,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Selective - Extensive
148,Santo Estevão,,Lusitania,Portugal,Faro,Algarve,,,POR 27,595,178.8,28.2,37.2194949,-8.371923707,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 62,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,
149,Seixo,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-14,,,,,41.19008,-7.26548,2000,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 198",,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Extensive
150,Serra de Arga,,Hispania Tarraconensis,Portugal,Northern Portugal,Northern Portugal,,NP-21,,,,,41.806046,-8.713685,3000,Google Earth,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Sanchez-Palencia and Orejas 1994, 199",,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Primary,Selective - Extensive
151,Serra de Banjas / Mias das Banjas,,Hispania Tarraconensis,Portugal,Porto,Trás-os-montes,,NP-05,POR 30,134,178.6,458.2,41.09264776,-8.387838816,200,"Converted in QGIS from Lambert coords, Madrid 1870",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Domergue 1990: 41; Sanchez-Palencia and Orejas 1994, 198",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Hard rock,Primary,Selective - Extensive
152,Serra de Caveira,,Lusitania,Portugal,Setubal,Alentejo,,,POR 36,506,167.2,127.9,38.11740938,-8.50711216,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Pyrite,,
153,Serra de Queiriga,,Hispania Tarraconensis,Portugal,Guarda,Beiras,,,POR 46,167,233,424,40.78431492,-7.742175823,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,Domergue 1990: 42,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,Hard rock,,
